Title,Author,Publication,Date,Year,URL,Bibcode,DOI,Instruments
Supernovae in the Subaru Deep Field: the rate and delay-time distribution of Type Ia supernovae out to redshift 2,Graur O. | Poznanski D. | Maoz D. | et. al.,MNRAS 417 916,2011 10,2011,arXiv:1102.0005,2011MNRAS.417..916G,10.1111/j.1365-2966.2011.19287.x,"{'deimos': 5, 'lris': 1}"
Spectroscopy of the extended emission associated with two high-z quasars,Lehnert M. | Becker R.,A&A 332 514,1998 04,1998,arXiv:astro-ph/9711113,1998A&A...332..514L,,{'lris': 2}
A Molecular Line Scan in the Hubble Deep Field North: Constraints on the CO Luminosity Function and the Cosmic H<SUB>2</SUB> Density,Walter F. | Decarli R. | Sargent M. | et. al.,ApJ 782 79,2014 02,2014,arXiv:1312.6365,2014ApJ...782...79W,10.1088/0004-637X/782/2/79,{}
Directly imaging damped Lyα galaxies at z &gt; 2 - II. Imaging and spectroscopic observations of 32 quasar fields,Fumagalli M. | O'Meara J. | Prochaska J. | et. al.,MNRAS 444 1282,2014 10,2014,arXiv:1404.2599,2014MNRAS.444.1282F,10.1093/mnras/stu1512,"{'lris': 17, 'esi': 21}"
The tidal trail of NGC 205?,McConnachie A. | Irwin M. | Lewis G. | et. al.,MNRAS 351 L94,2004 07,2004,arXiv:astro-ph/0406055,2004MNRAS.351L..94M,10.1111/j.1365-2966.2004.08076.x,{'deimos': 2}
Magnetic activity of the solar-like star HD 140538,Mittag M. | Schmitt J. | Metcalfe T. | et. al.,A&A 628 A107,2019 08,2019,arXiv:1907.04575,2019A&A...628A.107M,10.1051/0004-6361/201935654,{}
"New Abundance Determinations of Cadmium, Lutetium, and Osmium in the r-process Enriched Star BD +17 3248",Roederer I. | Sneden C. | Lawler J.,ApJL 714 L123,2010 05,2010,arXiv:1003.4522,2010ApJ...714L.123R,10.1088/2041-8205/714/1/L123,{}
The UCSD HIRES/Keck I Damped Lyα Abundance Database. IV. Probing Galactic Enrichment Histories with Nitrogen,Prochaska J. | Henry R. | O'Meara J. | et. al.,PASP 114 933,2002 09,2002,arXiv:astro-ph/0206296,2002PASP..114..933P,10.1086/342354,{}
A Young Planetary-Mass Object in the ρ Oph Cloud Core,Marsh K. | Kirkpatrick J. | Plavchan P.,ApJL 709 L158,2010 02,2010,arXiv:0912.3774,2010ApJ...709L.158M,10.1088/2041-8205/709/2/L158,"{'nirspec': 1, 'nirc': 4}"
The First Planetary Microlensing Event with Two Microlensed Source Stars,Bennett D. | Udalski A. | Han C. | et. al.,AJ 155 141,2018 03,2018,arXiv:1707.09667,2018AJ....155..141B,10.3847/1538-3881/aaadfa,{}
The Properties of Post-starburst Quasars Based on Optical Spectroscopy,Cales S. | Brotherton M. | Shang Z. | et. al.,ApJ 762 90,2013 01,2013,arXiv:1211.4291,2013ApJ...762...90C,10.1088/0004-637X/762/2/90,{'lris': 5}
GRB 080503: Implications of a Naked Short Gamma-Ray Burst Dominated by Extended Emission,Perley D. | Metzger B. | Granot J. | et. al.,ApJ 696 1871,2009 05,2009,arXiv:0811.1044,2009ApJ...696.1871P,10.1088/0004-637X/696/2/1871,{'lris': 2}
Mid-Infrared Images of the Circumstellar Dust around α Scorpii,Marsh K. | Bloemhof E. | Koerner D.,ApJ 548 861,2001 02,2001,,2001ApJ...548..861M,10.1086/319035,{}
The Gl569 Multiple System,Simon M. | Bender C. | Prato L.,ApJ 644 1183,2006 06,2006,arXiv:astro-ph/0603165,2006ApJ...644.1183S,10.1086/503867,{'nirspec': 11}
The COS-Halos Survey: Physical Conditions and Baryonic Mass in the Low-redshift Circumgalactic Medium,Werk J. | Prochaska J. | Tumlinson J. | et. al.,ApJ 792 8,2014 09,2014,arXiv:1403.0947,2014ApJ...792....8W,10.1088/0004-637X/792/1/8,{}
Ursa Major: A Missing Low-Mass CDM Halo?,Kleyna J. | Wilkinson M. | Evans N.,ApJL 630 L141,2005 09,2005,arXiv:astro-ph/0507154,2005ApJ...630L.141K,10.1086/491654,{}
U-Band Photometry of Kuiper Belt Objects,Jewitt D. | Peixinho N. | Hsieh H.,AJ 134 2046,2007 11,2007,,2007AJ....134.2046J,10.1086/522787,{'lris': 4}
Evolution of the Stellar Mass-Metallicity Relation. II. Constraints on Galactic Outflows from the Mg Abundances of Quiescent Galaxies,Leethochawalit N. | Kirby E. | Ellis R. | et. al.,ApJ 885 100,2019 11,2019,arXiv:1909.11680,2019ApJ...885..100L,10.3847/1538-4357/ab4809,{'deimos': 5}
Keck and VLT Observations of Super-Damped Lyman-Alpha Absorbers at z 2- 2.5: Constraints on Chemical Compositions and Physical Conditions,Kulkarni V. | Som D. | Morrison S. | et. al.,ApJ 815 24,2015 12,2015,arXiv:1510.05342,2015ApJ...815...24K,10.1088/0004-637X/815/1/24,{'esi': 9}
On the nature of Type IIn/Ia-CSM supernovae: optical and near-infrared spectra of SN 2012ca and SN 2013dn,Fox O. | Silverman J. | Filippenko A. | et. al.,MNRAS 447 772,2015 02,2015,arXiv:1408.6239,2015MNRAS.447..772F,10.1093/mnras/stu2435,"{'deimos': 1, 'lris': 1}"
The Discovery of an Ultra-faint Star Cluster in the Constellation of Ursa Minor,Muñoz R. | Geha M. | Côté P. | et. al.,ApJL 753 L15,2012 07,2012,arXiv:1204.5750,2012ApJ...753L..15M,10.1088/2041-8205/753/1/L15,{'deimos': 5}
"Internal Dynamics, Structure, and Formation of Dwarf Elliptical Galaxies. II. Rotating versus Nonrotating Dwarfs",Geha M. | Guhathakurta P. | van der Marel R.,AJ 126 1794,2003 10,2003,arXiv:astro-ph/0304537,2003AJ....126.1794G,10.1086/377624,{'esi': 17}
B2045+265: A New Four-Image Gravitational Lens from CLASS,Fassnacht C. | Blandford R. | Cohen J. | et. al.,AJ 117 658,1999 02,1999,arXiv:astro-ph/9811167,1999AJ....117..658F,10.1086/300724,"{'nirc': 7, 'lris': 3}"
Metal Abundances at z&lt;1.5: Fresh Clues to the Chemical Enrichment History of Damped Lyα Systems,Pettini M. | Ellison S. | Steidel C.,ApJ 510 576,1999 01,1999,arXiv:astro-ph/9808017,1999ApJ...510..576P,10.1086/306635,{}
A Mid-Infrared Imaging Survey of Embedded Young Stellar Objects in the ρ Ophiuchi Cloud Core,Barsony M. | Ressler M. | Marsh K.,ApJ 630 381,2005 09,2005,arXiv:astro-ph/0504426,2005ApJ...630..381B,10.1086/431351,{}
Molecular Gas in the z = 1.2 Ultraluminous Merger GOODS J123634.53+621241.3,Frayer D. | Koda J. | Pope A. | et. al.,ApJL 680 L21,2008 06,2008,arXiv:0805.0321,2008ApJ...680L..21F,10.1086/589830,{'deimos': 1}
AEGIS-X: Deep Chandra Imaging of the Central Groth Strip,Nandra K. | Laird E. | Aird J. | et. al.,ApJS 220 10,2015 09,2015,arXiv:1503.09078,2015ApJS..220...10N,10.1088/0067-0049/220/1/10,{}
Sparse aperture masking interferometry survey of transitional discs. Search for substellar-mass companions and asymmetries in their parent discs,Willson M. | Kraus S. | Kluska J. | et. al.,A&A 595 A9,2016 10,2016,arXiv:1608.03629,2016A&A...595A...9W,10.1051/0004-6361/201628859,{'nirc': 8}
Galactic Pal-eontology: abundance analysis of the disrupting globular cluster Palomar 5,Koch A. | Côté P.,A&A 601 A41,2017 05,2017,arXiv:1703.02972,2017A&A...601A..41K,10.1051/0004-6361/201629872,{}
Keck/ESI Long-slit Spectroscopy of SBS 1421+511: A Recoiling Quasar Nucleus in an Active Galaxy Pair?,Sun L. | Zhou H. | Hao L. | et. al.,ApJ 818 64,2016 02,2016,arXiv:1512.05877,2016ApJ...818...64S,10.3847/0004-637X/818/1/64,{'esi': 7}
Damped Lyman alpha systems at z=0.68 and z=1.15 towards HE 1122-1649 and HE 0515-4414,de la Varga A. | Reimers D. | Tytler D. | et. al.,A&A 363 69,2000 11,2000,arXiv:astro-ph/0008366,2000A&A...363...69D,,{}
Transiting exoplanets from the CoRoT space mission. XVII. The hot Jupiter CoRoT-17b: a very old planet,Csizmadia S. | Moutou C. | Deleuil M. | et. al.,A&A 531 A41,2011 07,2011,arXiv:1106.4393,2011A&A...531A..41C,10.1051/0004-6361/201117009,{}
Variable Infrared Emission from the Supermassive Black Hole at the Center of the Milky Way,Ghez A. | Wright S. | Matthews K. | et. al.,ApJL 601 L159,2004 02,2004,arXiv:astro-ph/0309076,2004ApJ...601L.159G,10.1086/382024,{'nirc': 2}
Measuring the Mass of a Pre-Main-Sequence Binary Star through the Orbit of TWA 5A,Konopacky Q. | Ghez A. | Duchêne G. | et. al.,AJ 133 2008,2007 05,2007,arXiv:astro-ph/0701551,2007AJ....133.2008K,10.1086/513010,{'nirc': 13}
The SLUGGS Survey: wide field imaging of the globular cluster system of NGC 4278,Usher C. | Forbes D. | Spitler L. | et. al.,MNRAS 436 1172,2013 12,2013,arXiv:1308.6585,2013MNRAS.436.1172U,10.1093/mnras/stt1637,{'deimos': 4}
Constraints on Circumstellar Material around the Type Ia Supernova 2007af,Simon J. | Gal-Yam A. | Penprase B. | et. al.,ApJL 671 L25,2007 12,2007,arXiv:0709.1472,2007ApJ...671L..25S,10.1086/524707,{}
Evidence for Solar Metallicities in Massive Star-forming Galaxies at z &gt;~ 2,Shapley A. | Erb D. | Pettini M. | et. al.,ApJ 612 108,2004 09,2004,arXiv:astro-ph/0405187,2004ApJ...612..108S,10.1086/422467,"{'nirspec': 20, 'lris': 1}"
"Dynamics, evolution, and structure of Uranus' brightest cloud feature",Sromovsky L. | Fry P. | Hammel H. | et. al.,Icar 192 558,2007 12,2007,,2007Icar..192..558S,10.1016/j.icarus.2007.05.015,{'nirc': 3}
The Aligned z~1 Radio Galaxy 3C 280,Ridgway S. | Stockton A. | Lacy M.,ApJ 600 70,2004 01,2004,arXiv:astro-ph/0310103,2004ApJ...600...70R,10.1086/379660,"{'nirc': 2, 'lris': 1}"
New Data and Improved Parameters for the Extrasolar Transiting Planet OGLE-TR-56b,Torres G. | Konacki M. | Sasselov D.,ApJ 609 1071,2004 07,2004,arXiv:astro-ph/0310114,2004ApJ...609.1071T,10.1086/421286,{}
"High-Resolution, Long-Slit Spectroscopy of VY Canis Majoris: The Evidence for Localized High Mass Loss Events",Humphreys R. | Davidson K. | Ruch G.,AJ 129 492,2005 01,2005,arXiv:astro-ph/0410399,2005AJ....129..492H,10.1086/426565,{}
On the Nature of Velocity Fields in High-z Galaxies,Prochaska J. | Chen H. | Wolfe A. | et. al.,ApJ 672 59,2008 01,2008,arXiv:astro-ph/0703701,2008ApJ...672...59P,10.1086/523689,{'esi': 8}
The MOSDEF Survey: Optical Active Galactic Nucleus Diagnostics at z ~ 2.3,Coil A. | Aird J. | Reddy N. | et. al.,ApJ 801 35,2015 03,2015,arXiv:1409.6522,2015ApJ...801...35C,10.1088/0004-637X/801/1/35,"{'mosfire': 6, 'osiris': 1}"
Rotating Bullets from A Variable Protostar,Chen X. | Arce H. | Zhang Q. | et. al.,ApJ 824 72,2016 06,2016,arXiv:1602.06350,2016ApJ...824...72C,10.3847/0004-637X/824/2/72,{}
New High-Redshift Radio Galaxies from the MIT-Green Bank Catalog,Stern D. | Dey A. | Spinrad H. | et. al.,AJ 117 1122,1999 03,1999,arXiv:astro-ph/9811344,1999AJ....117.1122S,10.1086/300770,"{'nirc': 1, 'lris': 7}"
UV/optical properties of z̃2.5 radio galaxies,Fosbury R. | Vernet J. | Villar-Martín M. | et. al.,NewAR 47 299,2003 09,2003,,2003NewAR..47..299F,10.1016/S1387-6473(03)00042-3,{}
The Compact Nucleus of the Deep Silicate Absorption Galaxy NGC 4418,Evans A. | Becklin E. | Scoville N. | et. al.,AJ 125 2341,2003 05,2003,arXiv:astro-ph/0303216,2003AJ....125.2341E,10.1086/374234,{}
A Hot Wind from the Classical T Tauri Stars: TW Hydrae and T Tauri,Dupree A. | Brickhouse N. | Smith G.,ApJL 625 L131,2005 06,2005,arXiv:astro-ph/0505037,2005ApJ...625L.131D,10.1086/431323,{'nirspec': 1}
Keck Spectroscopy of Globular Clusters in the Sombrero Galaxy,Larsen S. | Brodie J. | Beasley M.,AJ 124 828,2002 08,2002,arXiv:astro-ph/0204420,2002AJ....124..828L,10.1086/341389,{'lris': 6}
The Evolutionary History of Galactic Bulges: Photometric and Spectroscopic Studies of Distant Spheroids in the GOODS Fields,MacArthur L. | Ellis R. | Treu T. | et. al.,ApJ 680 70,2008 06,2008,arXiv:0711.0238,2008ApJ...680...70M,10.1086/587887,{'deimos': 9}
Detection of extended He II reionization in the temperature evolution of the intergalactic medium,Becker G. | Bolton J. | Haehnelt M.,MNRAS 410 1096,2011 01,2011,arXiv:1008.2622,2011MNRAS.410.1096B,10.1111/j.1365-2966.2010.17507.x,{}
The NuSTAR Serendipitous Survey: Hunting for the Most Extreme Obscured AGN at &gt;10 keV,Lansbury G. | Alexander D. | Aird J. | et. al.,ApJ 846 20,2017 09,2017,arXiv:1707.06651,2017ApJ...846...20L,10.3847/1538-4357/aa8176,{'lris': 1}
Ten New and Updated Multiplanet Systems and a Survey of Exoplanetary Systems,Wright J. | Upadhyay S. | Marcy G. | et. al.,ApJ 693 1084,2009 03,2009,arXiv:0812.1582,2009ApJ...693.1084W,10.1088/0004-637X/693/2/1084,{}
Keck spectroscopy and Spitzer space telescope analysis of the outer disk of the Triangulum spiral galaxy M 33,Block D. | Combes F. | Puerari I. | et. al.,A&A 471 467,2007 08,2007,arXiv:0706.0270,2007A&A...471..467B,10.1051/0004-6361:20065908,"{'lris': 2, 'esi': 1}"
Two chemically similar stellar overdensities on opposite sides of the plane of the Galactic disk,Bergemann M. | Sesar B. | Cohen J. | et. al.,Natur 555 334,2018 03,2018,arXiv:1803.00563,2018Natur.555..334B,10.1038/nature25490,{}
High Spatial Resolution Mid-Infrared Observations of Three Seyfert Galaxies,Soifer B. | Bock J. | Marsh K. | et. al.,AJ 126 143,2003 07,2003,arXiv:astro-ph/0304105,2003AJ....126..143S,10.1086/375647,{}
A Redshift Survey of Herschel Far-infrared Selected Starbursts and Implications for Obscured Star Formation,Casey C. | Berta S. | Béthermin M. | et. al.,ApJ 761 140,2012 12,2012,arXiv:1210.4928,2012ApJ...761..140C,10.1088/0004-637X/761/2/140,"{'deimos': 28, 'lris': 18}"
Spectroscopic Confirmation of a Population of Normal Star-forming Galaxies at Redshifts Z &gt; 3,Steidel C. | Giavalisco M. | Pettini M. | et. al.,ApJL 462 L17,1996 05,1996,arXiv:astro-ph/9602024,1996ApJ...462L..17S,10.1086/310029,{'lris': 2}
The Discovery of a High-Redshift Quasar without Emission Lines from Sloan Digital Sky Survey Commissioning Data,Fan X. | Strauss M. | Gunn J. | et. al.,ApJL 526 L57,1999 12,1999,arXiv:astro-ph/9910001,1999ApJ...526L..57F,10.1086/312382,{'lris': 2}
Common Envelope Ejection for a Luminous Red Nova in M101,Blagorodnova N. | Kotak R. | Polshaw J. | et. al.,ApJ 834 107,2017 01,2017,arXiv:1607.08248,2017ApJ...834..107B,10.3847/1538-4357/834/2/107,"{'lris': 1, 'osiris': 1}"
The Spectral Energy Distributions of Red Two Micron All Sky Survey Active Galactic Nuclei,Kuraszkiewicz J. | Wilkes B. | Schmidt G. | et. al.,ApJ 692 1143,2009 02,2009,arXiv:0810.5704,2009ApJ...692.1143K,10.1088/0004-637X/692/2/1143,{}
Deep Optical Galaxy Counts with the Keck Telescope,Smail I. | Hogg D. | Yan L.,ApJL 449 L105,1995 08,1995,arXiv:astro-ph/9506095,1995ApJ...449L.105S,10.1086/309647,{'lris': 2}
An infrared flash contemporaneous with the γ-rays of GRB 041219a,Blake C. | Bloom J. | Starr D. | et. al.,Natur 435 181,2005 05,2005,arXiv:astro-ph/0503508,2005Natur.435..181B,10.1038/nature03520,{'nirc': 4}
On the kinematic age of brown dwarfs: radial velocities and space motions of 43 nearby L dwarfs,Seifahrt A. | Reiners A. | Almaghrbi K.,A&A 512 A37,2010 03,2010,arXiv:1001.1780,2010A&A...512A..37S,10.1051/0004-6361/200913368,{}
Star formation in QSO host galaxies,Canalizo G. | Stockton A. | Brotherton M.,NewAR 50 650,2006 11,2006,arXiv:astro-ph/0603218,2006NewAR..50..650C,10.1016/j.newar.2006.06.019,"{'lris': 3, 'esi': 1}"
Element Abundances in a Gas-rich Galaxy at z = 5: Clues to the Early Chemical Enrichment of Galaxies,Morrison S. | Kulkarni V. | Som D. | et. al.,ApJ 830 158,2016 10,2016,arXiv:1603.03492,2016ApJ...830..158M,10.3847/0004-637X/830/2/158,{'esi': 14}
The Dominance of Metal-rich Streams in Stellar Halos: A Comparison Between Substructure in M31 and ΛCDM Models,Gilbert K. | Font A. | Johnston K.,ApJ 701 776,2009 08,2009,arXiv:0908.1111,2009ApJ...701..776G,10.1088/0004-637X/701/1/776,{'deimos': 8}
Kinematics and Metallicity of M31 Red Giants: The Giant Southern Stream and Discovery of a Second Cold Component at R=20 kpc,Kalirai J. | Guhathakurta P. | Gilbert K. | et. al.,ApJ 641 268,2006 04,2006,arXiv:astro-ph/0512161,2006ApJ...641..268K,10.1086/498700,{'deimos': 19}
Measurement and Interpretation of Deuterium-Line Emission in the Orion Nebula,O'Dell C. | Ferland G. | Henney W.,ApJ 556 203,2001 07,2001,,2001ApJ...556..203O,10.1086/321562,{}
AEGIS: The Environment of X-Ray Sources at z ~ 1,Georgakakis A. | Nandra K. | Laird E. | et. al.,ApJL 660 L15,2007 05,2007,,2007ApJ...660L..15G,10.1086/517920,{'deimos': 1}
Abundances in Stars from the Red Giant Branch Tip to near the Main-Sequence Turnoff in M5,Ramírez S. | Cohen J.,AJ 125 224,2003 01,2003,arXiv:astro-ph/0210245,2003AJ....125..224R,10.1086/345510,{}
SN Hunt 248: a super-Eddington outburst from a massive cool hypergiant,Mauerhan J. | Van Dyk S. | Graham M. | et. al.,MNRAS 447 1922,2015 02,2015,arXiv:1407.4681,2015MNRAS.447.1922M,10.1093/mnras/stu2541,"{'deimos': 3, 'lris': 1}"
Multiwavelength observations of the energetic GRB 080810: detailed mapping of the broad-band spectral evolution,Page K. | Willingale R. | Bissaldi E. | et. al.,MNRAS 400 134,2009 11,2009,arXiv:0907.4578,2009MNRAS.400..134P,10.1111/j.1365-2966.2009.15462.x,{}
A Keck HIRES Investigation of the Metal Abundances and Kinematics of the Z = 2.46 Damped LY alpha System toward Q0201+365,Prochaska J. | Wolfe A.,ApJ 470 403,1996 10,1996,arXiv:astro-ph/9604042,1996ApJ...470..403P,10.1086/177875,{}
First Stellar Abundances in the Dwarf Irregular Galaxy Sextans A,Kaufer A. | Venn K. | Tolstoy E. | et. al.,AJ 127 2723,2004 05,2004,arXiv:astro-ph/0401411,2004AJ....127.2723K,10.1086/383209,"{'lris': 1, 'esi': 6}"
Near-Ultraviolet Observations of CS 29497-030: New Constraints on Neutron-Capture Nucleosynthesis Processes,Ivans I. | Sneden C. | Gallino R. | et. al.,ApJL 627 L145,2005 07,2005,arXiv:astro-ph/0505002,2005ApJ...627L.145I,10.1086/432465,{}
PSR J2322-2650 - a low-luminosity millisecond pulsar with a planetary-mass companion,Spiewak R. | Bailes M. | Barr E. | et. al.,MNRAS 475 469,2018 03,2018,arXiv:1712.04445,2018MNRAS.475..469S,10.1093/mnras/stx3157,{'deimos': 3}
The Lick-Carnegie Exoplanet Survey: A 3.1 M <SUB>⊕</SUB> Planet in the Habitable Zone of the Nearby M3V Star Gliese 581,Vogt S. | Butler R. | Rivera E. | et. al.,ApJ 723 954,2010 11,2010,arXiv:1009.5733,2010ApJ...723..954V,10.1088/0004-637X/723/1/954,{}
EPIC 203868608: A Low-mass Quadruple Star System in the Upper Scorpius OB Association,Wang J. | David T. | Hillenbrand L. | et. al.,ApJ 865 141,2018 10,2018,arXiv:1809.01689,2018ApJ...865..141W,10.3847/1538-4357/aadee8,"{'nirspec': 3, 'nirc': 5}"
"Direct measurement of the size, shape, and pole of 511 Davida with Keck AO in a single night",Conrad A. | Dumas C. | Merline W. | et. al.,Icar 191 616,2007 11,2007,,2007Icar..191..616C,10.1016/j.icarus.2007.05.004,{'nirc': 2}
A search for the hidden population of AM CVn binaries in the Sloan Digital Sky Survey,Carter P. | Marsh T. | Steeghs D. | et. al.,MNRAS 429 2143,2013 03,2013,arXiv:1211.6439,2013MNRAS.429.2143C,10.1093/mnras/sts485,{'lris': 3}
Radius-dependent Luminosity Evolution of Blue Galaxies in GOODS-N,Melbourne J. | Phillips A. | Harker J. | et. al.,ApJ 660 81,2007 05,2007,arXiv:astro-ph/0612362,2007ApJ...660...81M,10.1086/513134,{'deimos': 1}
The dynamics of isolated Local Group galaxies,Kirby E. | Bullock J. | Boylan-Kolchin M. | et. al.,MNRAS 439 1015,2014 03,2014,arXiv:1401.1208,2014MNRAS.439.1015K,10.1093/mnras/stu025,{'deimos': 10}
PTF 10bzf (SN 2010ah): A Broad-line Ic Supernova Discovered by the Palomar Transient Factory,Corsi A. | Ofek E. | Frail D. | et. al.,ApJ 741 76,2011 11,2011,arXiv:1101.4208,2011ApJ...741...76C,10.1088/0004-637X/741/2/76,{'lris': 1}
"Observations of a Z = 1.44 Dusty, Ultraluminous Galaxy and Implications for Deep Submillimeter Surveys",Dey A. | Graham J. | Ivison R. | et. al.,ApJ 519 610,1999 07,1999,arXiv:astro-ph/9902044,1999ApJ...519..610D,10.1086/307395,{'lris': 4}
The Volatile Composition and Activity of Comet 103P/Hartley 2 During the EPOXI Closest Approach,Dello Russo N. | Vervack R. | Lisse C. | et. al.,ApJL 734 L8,2011 06,2011,,2011ApJ...734L...8D,10.1088/2041-8205/734/1/L8,{'nirspec': 5}
"How does galaxy environment matter? The relationship between galaxy environments, colour and stellar mass at 0.4 &lt; z &lt; 1 in the Palomar/DEEP2 survey",Grützbauch R. | Conselice C. | Varela J. | et. al.,MNRAS 411 929,2011 02,2011,arXiv:1009.3189,2011MNRAS.411..929G,10.1111/j.1365-2966.2010.17727.x,{'deimos': 1}
The Rest-frame Optical Spectroscopic Properties of Lyalpha-emitters at Z~2.5: The Physical Origins of Strong Lyalpha Emission,Trainor R. | Strom A. | Steidel C.,ApJ 832 171,2016 12,2016,arXiv:1608.07280,2016ApJ...832..171T,10.3847/0004-637X/832/2/171,"{'lris': 2, 'mosfire': 23}"
A substantial population of low-mass stars in luminous elliptical galaxies,van Dokkum P. | Conroy C.,Natur 468 940,2010 12,2010,arXiv:1009.5992,2010Natur.468..940V,10.1038/nature09578,{'lris': 2}
Lithium Abundances in Wide Binaries with Solar-Type Twin Components,Martín E. | Basri G. | Pavlenko Y.,ApJ 579 437,2002 11,2002,arXiv:astro-ph/0206473,2002ApJ...579..437M,10.1086/342674,{}
Rejecting Astrophysical False Positives from the TrES Transiting Planet Survey: The Example of GSC 03885-00829,O'Donovan F. | Charbonneau D. | Torres G. | et. al.,ApJ 644 1237,2006 06,2006,arXiv:astro-ph/0603005,2006ApJ...644.1237O,10.1086/503740,{'nirspec': 3}
C/O Ratios of Stars with Transiting Hot Jupiter Exoplanets,Teske J. | Cunha K. | Smith V. | et. al.,ApJ 788 39,2014 06,2014,arXiv:1403.6891,2014ApJ...788...39T,10.1088/0004-637X/788/1/39,{}
Transit Confirmation and Improved Stellar and Planet Parameters for the Super-Earth HD 97658 b and its Host Star,Van Grootel V. | Gillon M. | Valencia D. | et. al.,ApJ 786 2,2014 05,2014,arXiv:1402.5850,2014ApJ...786....2V,10.1088/0004-637X/786/1/2,{}
