Title,Author,Publication,Date,Year,URL,Bibcode,DOI,Instruments
FIRST 0747+2739: A FIRST/2MASS Quasar with an Overabundance of C IV Absorption Systems,Richards G. | Gregg M. | Becker R.,ApJL 567 L13,2002 03,2002,arXiv:astro-ph/0201447,2002ApJ...567L..13R,10.1086/339853,"{'lris': 2, 'esi': 6}"
Type II Supernova Energetics and Comparison of Light Curves to Shock-cooling Models,Rubin A. | Gal-Yam A. | De Cia A. | et. al.,ApJ 820 33,2016 03,2016,arXiv:1512.00733,2016ApJ...820...33R,10.3847/0004-637X/820/1/33,"{'deimos': 1, 'lris': 1}"
SN2012ab: a peculiar Type IIn supernova with aspherical circumstellar material,Bilinski C. | Smith N. | Williams G. | et. al.,MNRAS 475 1104,2018 03,2018,arXiv:1712.03370,2018MNRAS.475.1104B,10.1093/mnras/stx3214,"{'deimos': 1, 'lris': 2}"
High-Redshift Starbursting Dwarf Galaxies Revealed by γ-Ray Burst Afterglows,Chen H. | Perley D. | Pollack L. | et. al.,ApJ 691 152,2009 01,2009,arXiv:0809.2608,2009ApJ...691..152C,10.1088/0004-637X/691/1/152,"{'deimos': 1, 'lris': 9}"
SN 2012aa: A transient between Type Ibc core-collapse and superluminous supernovae,Roy R. | Sollerman J. | Silverman J. | et. al.,A&A 596 A67,2016 12,2016,arXiv:1607.00924,2016A&A...596A..67R,10.1051/0004-6361/201527947,{'lris': 1}
The Prograde Orbit of Exoplanet TrES-2b,Winn J. | Johnson J. | Narita N. | et. al.,ApJ 682 1283,2008 08,2008,arXiv:0804.2259,2008ApJ...682.1283W,10.1086/589235,{}
Metallicity Evolution of the Six Most Luminous M31 Dwarf Satellites,Ho N. | Geha M. | Tollerud E. | et. al.,ApJ 798 77,2015 01,2015,arXiv:1405.4424,2015ApJ...798...77H,10.1088/0004-637X/798/2/77,"{'deimos': 7, 'lris': 1}"
Galaxy Disruption in a Halo of Dark Matter,Forbes D. | Beasley M. | Bekki K. | et. al.,Sci 301 1217,2003 08,2003,arXiv:astro-ph/0309020,2003Sci...301.1217F,10.1126/science.1089237,{}
Detailed Analysis of Early to Late-Time Spectra of Supernova 1993J,Matheson T. | Filippenko A. | Ho L. | et. al.,AJ 120 1499,2000 09,2000,arXiv:astro-ph/0006264,2000AJ....120.1499M,10.1086/301519,{}
Variability and geologic associations of volcanic activity on Io in 2001-2016,Cantrall C. | de Kleer K. | de Pater I. | et. al.,Icar 312 267,2018 09,2018,,2018Icar..312..267C,10.1016/j.icarus.2018.04.007,{'nirc': 2}
Simultaneous Spectral Energy Distribution and Near-infrared Interferometry Modeling of HD 142666,Davies C. | Kraus S. | Harries T. | et. al.,ApJ 866 23,2018 10,2018,arXiv:1808.10762,2018ApJ...866...23D,10.3847/1538-4357/aade51,{}
KIC 4150611: a rare multi-eclipsing quintuple with a hybrid pulsator,Hełminiak K. | Ukita N. | Kambe E. | et. al.,A&A 602 A30,2017 06,2017,arXiv:1703.00158,2017A&A...602A..30H,10.1051/0004-6361/201630379,{'nirc': 7}
Time Dilation from Spectral Feature Age Measurements of Type IA Supernovae.,Riess A. | Filippenko A. | Leonard D. | et. al.,AJ 114 722,1997 08,1997,arXiv:astro-ph/9707260,1997AJ....114..722R,10.1086/118506,{'lris': 1}
Discovery of a point-like source and a third spiral arm in the transition disk around the Herbig Ae star MWC 758,Reggiani M. | Christiaens V. | Absil O. | et. al.,A&A 611 A74,2018 03,2018,arXiv:1710.11393,2018A&A...611A..74R,10.1051/0004-6361/201732016,{'nirc': 3}
The Balmer-dominated Bow Shock and Wind Nebula Structure of γ-ray Pulsar PSR J1741-2054,Romani R. | Shaw M. | Camilo F. | et. al.,ApJ 724 908,2010 12,2010,arXiv:1009.5310,2010ApJ...724..908R,10.1088/0004-637X/724/2/908,{'lris': 5}
Extremely red galaxy counterparts to 7C radio sources,Willott C. | Rawlings S. | Blundell K.,MNRAS 324 1,2001 06,2001,arXiv:astro-ph/0011082,2001MNRAS.324....1W,10.1046/j.1365-8711.2001.04209.x,"{'nirc': 3, 'lris': 2}"
Evidence of Multiple R-Process Sites in the Early Galaxy: New Observations of CS 22892-052,Sneden C. | Cowan J. | Ivans I. | et. al.,ApJL 533 L139,2000 04,2000,arXiv:astro-ph/0003086,2000ApJ...533L.139S,10.1086/312631,{}
An Adaptive Optics Search for Companions to Stars with Planets,Luhman K. | Jayawardhana R.,ApJ 566 1132,2002 02,2002,arXiv:astro-ph/0110550,2002ApJ...566.1132L,10.1086/338338,{}
A carbon-enhanced metal-poor damped Lyα system: probing gas from Population III nucleosynthesis?,Cooke R. | Pettini M. | Steidel C. | et. al.,MNRAS 412 1047,2011 04,2011,arXiv:1011.0733,2011MNRAS.412.1047C,10.1111/j.1365-2966.2010.17966.x,{}
Gaseous tidal debris found in the NGC 3783 group,Kilborn V. | Forbes D. | Koribalski B. | et. al.,MNRAS 371 739,2006 09,2006,arXiv:astro-ph/0606463,2006MNRAS.371..739K,10.1111/j.1365-2966.2006.10697.x,{}
Improved cosmological constraints from a joint analysis of the SDSS-II and SNLS supernova samples,Betoule M. | Kessler R. | Guy J. | et. al.,A&A 568 A22,2014 08,2014,arXiv:1401.4064,2014A&A...568A..22B,10.1051/0004-6361/201423413,{}
Central stars of planetary nebulae in the Galactic bulge,Hultzsch P. | Puls J. | Méndez R. | et. al.,A&A 467 1253,2007 06,2007,arXiv:astro-ph/0702755,2007A&A...467.1253H,10.1051/0004-6361:20066604,{}
Herschel observations of debris discs orbiting planet-hosting subgiants,Bonsor A. | Kennedy G. | Wyatt M. | et. al.,MNRAS 437 3288,2014 02,2014,arXiv:1311.2947,2014MNRAS.437.3288B,10.1093/mnras/stt2128,{}
A Constant Clustering Amplitude for Faint Galaxies?,Brainerd T. | Smail I.,ApJL 494 L137,1998 02,1998,arXiv:astro-ph/9712276,1998ApJ...494L.137B,10.1086/311195,{'lris': 1}
Model-independent Stellar and Planetary Masses from Multi-transiting Exoplanetary Systems,Montet B. | Johnson J.,ApJ 762 112,2013 01,2013,arXiv:1211.4028,2013ApJ...762..112M,10.1088/0004-637X/762/2/112,{}
"PTF10iya: a short-lived, luminous flare from the nuclear region of a star-forming galaxy",Cenko S. | Bloom J. | Kulkarni S. | et. al.,MNRAS 420 2684,2012 03,2012,arXiv:1103.0779,2012MNRAS.420.2684C,10.1111/j.1365-2966.2011.20240.x,"{'nirc': 9, 'lris': 17}"
The DEEP2 Galaxy Redshift Survey: Spectral Classification of Galaxies at z~1,Madgwick D. | Coil A. | Conselice C. | et. al.,ApJ 599 997,2003 12,2003,arXiv:astro-ph/0305587,2003ApJ...599..997M,10.1086/379626,{'deimos': 2}
Long-term optical photometric monitoring of the quasar SDSS J153259.96-003944.1,Stalin C. | Srianand R.,MNRAS 359 1022,2005 05,2005,arXiv:astro-ph/0502568,2005MNRAS.359.1022S,10.1111/j.1365-2966.2005.08960.x,{}
"Nearby Young, Active, Late-type Dwarfs in Gaia's First Data Release",Kastner J. | Sacco G. | Rodriguez D. | et. al.,ApJ 841 73,2017 06,2017,arXiv:1705.01185,2017ApJ...841...73K,10.3847/1538-4357/aa7065,{'esi': 2}
8-13 μm Spectroscopy of Young Stellar Objects: Evolution of the Silicate Feature,Kessler-Silacci J. | Hillenbrand L. | Blake G.,ApJ 622 404,2005 03,2005,arXiv:astro-ph/0412033,2005ApJ...622..404K,10.1086/427793,{}
Kinematics of Circumgalactic Gas: Feeding Galaxies and Feedback,Martin C. | Ho S. | Kacprzak G.,ApJ 878 84,2019 06,2019,arXiv:1901.09123,2019ApJ...878...84M,10.3847/1538-4357/ab18ac,"{'nirc': 16, 'lris': 9, 'esi': 2}"
The DEEP Groth Strip Survey. IX. Evolution of the Fundamental Plane of Field Galaxies,Gebhardt K. | Faber S. | Koo D. | et. al.,ApJ 597 239,2003 11,2003,arXiv:astro-ph/0307242,2003ApJ...597..239G,10.1086/378401,{'lris': 2}
A Near-Infrared Search for Line Emission from Protogalaxies Using the W. M. Keck Telescope,Pahre M. | Djorgovski S.,ApJL 449 L1,1995 08,1995,arXiv:astro-ph/9506043,1995ApJ...449L...1P,10.1086/309632,{'nirc': 1}
Exploring Reionization-era Quasars. III. Discovery of 16 Quasars at 6.4 ≲ z ≲ 6.9 with DESI Legacy Imaging Surveys and the UKIRT Hemisphere Survey and Quasar Luminosity Function at z ̃ 6.7,Wang F. | Yang J. | Fan X. | et. al.,ApJ 884 30,2019 10,2019,arXiv:1810.11926,2019ApJ...884...30W,10.3847/1538-4357/ab2be5,{'deimos': 4}
Keck Spectroscopy of Lyman-break Galaxies and Its Implications for the UV-continuum and Lyα Luminosity Functions at z &gt; 6,Jiang L. | Egami E. | Kashikawa N. | et. al.,ApJ 743 65,2011 12,2011,arXiv:1109.0023,2011ApJ...743...65J,10.1088/0004-637X/743/1/65,{'deimos': 13}
"Gas and Dust Associated with the Strange, Isolated Star BP Piscium",Zuckerman B. | Melis C. | Song I. | et. al.,ApJ 683 1085,2008 08,2008,arXiv:0802.0226,2008ApJ...683.1085Z,10.1086/587448,"{'nirspec': 3, 'nirc': 1}"
A Population of z &gt; 2 Far-infrared Herschel-SPIRE-selected Starbursts,Casey C. | Berta S. | Béthermin M. | et. al.,ApJ 761 139,2012 12,2012,arXiv:1210.4932,2012ApJ...761..139C,10.1088/0004-637X/761/2/139,"{'deimos': 23, 'lris': 18}"
Observations and Theoretical Implications of the Large-Separation Lensed Quasar SDSS J1004+4112,Oguri M. | Inada N. | Keeton C. | et. al.,ApJ 605 78,2004 04,2004,arXiv:astro-ph/0312429,2004ApJ...605...78O,10.1086/382221,{'lris': 8}
GRB 120422A/SN 2012bz: Bridging the gap between low- and high-luminosity gamma-ray bursts,Schulze S. | Malesani D. | Cucchiara A. | et. al.,A&A 566 A102,2014 06,2014,arXiv:1401.3774,2014A&A...566A.102S,10.1051/0004-6361/201423387,"{'lris': 1, 'osiris': 3}"
The Nature of the Secondary Star in the Black Hole X-Ray Transient V616 Mon (=A0620-00),Harrison T. | Howell S. | Szkody P.,AJ 133 162,2007 01,2007,arXiv:astro-ph/0609535,2007AJ....133..162H,10.1086/509572,{'nirspec': 7}
On the Absence of Wind Signatures in GRB Afterglow Spectra: Constraints on the Wolf-Rayet Winds of GRB Progenitors,Chen H. | Prochaska J. | Ramirez-Ruiz E. | et. al.,ApJ 663 420,2007 07,2007,arXiv:astro-ph/0611079,2007ApJ...663..420C,10.1086/518111,"{'deimos': 4, 'lris': 4, 'esi': 1}"
High-Redshift Quasars Found in Sloan Digital Sky Survey Commissioning Data. III. A Color-selected Sample at I *&lt;20 in the Fall Equatorial Stripe,Fan X. | Strauss M. | Richards G. | et. al.,AJ 121 31,2001 01,2001,arXiv:astro-ph/0008122,2001AJ....121...31F,10.1086/318032,{'lris': 5}
HAT-P-34b-HAT-P-37b: Four Transiting Planets More Massive than Jupiter Orbiting Moderately Bright Stars,Bakos G. | Hartman J. | Torres G. | et. al.,AJ 144 19,2012 07,2012,arXiv:1201.0659,2012AJ....144...19B,10.1088/0004-6256/144/1/19,{}
Imaging the Circumstellar Environments of Young Binaries in Southern Star-Forming Regions,Koresko C.,AJ 124 1082,2002 08,2002,arXiv:astro-ph/0205131,2002AJ....124.1082K,10.1086/341386,{'nirc': 4}
Extinction and Nebular Line Properties of a Herschel-selected Lensed Dusty Starburst at z = 1.027,Timmons N. | Cooray A. | Nayyeri H. | et. al.,ApJ 805 140,2015 06,2015,arXiv:1501.01638,2015ApJ...805..140T,10.1088/0004-637X/805/2/140,{'nirc': 2}
The Kinematic Evolution of Strong Mg II Absorbers,Mshar A. | Charlton J. | Lynch R. | et. al.,ApJ 669 135,2007 11,2007,arXiv:0706.0515,2007ApJ...669..135M,10.1086/520792,{}
The Internal Kinematics of the Leo I Dwarf Spheroidal Galaxy: Dark Matter at the Fringe of the Milky Way,Mateo M. | Olszewski E. | Vogt S.,AJ 116 2315,1998 11,1998,arXiv:astro-ph/9807296,1998AJ....116.2315M,10.1086/300618,{}
The Opacity of the Intergalactic Medium Measured along Quasar Sightlines at z ̃ 6,Eilers A. | Davies F. | Hennawi J.,ApJ 864 53,2018 09,2018,arXiv:1807.04229,2018ApJ...864...53E,10.3847/1538-4357/aad4fd,{'esi': 6}
YSOVAR: Six Pre-main-sequence Eclipsing Binaries in the Orion Nebula Cluster,Morales-Calderón M. | Stauffer J. | Stassun K. | et. al.,ApJ 753 149,2012 07,2012,arXiv:1206.6350,2012ApJ...753..149M,10.1088/0004-637X/753/2/149,{'nirspec': 6}
"A Study of Nine High-Redshift Clusters of Galaxies. II. Photometry, Spectra, and Ages of Clusters 0023+0423 and 1604+4304",Postman M. | Lubin L. | Oke J.,AJ 116 560,1998 08,1998,arXiv:astro-ph/9805155,1998AJ....116..560P,10.1086/300463,{'lris': 4}
The SLUGGS survey: outer triaxiality of the fast rotator elliptical NGC 4473,Foster C. | Arnold J. | Forbes D. | et. al.,MNRAS 435 3587,2013 11,2013,arXiv:1308.3531,2013MNRAS.435.3587F,10.1093/mnras/stt1550,{'deimos': 3}
The c2d Spitzer Spectroscopic Survey of Ices around Low-Mass Young Stellar Objects. II. CO<SUB>2</SUB>,Pontoppidan K. | Boogert A. | Fraser H. | et. al.,ApJ 678 1005,2008 05,2008,arXiv:0711.4616,2008ApJ...678.1005P,10.1086/533431,{'nirspec': 1}
A Neptune-sized transiting planet closely orbiting a 5-10-million-year-old star,David T. | Hillenbrand L. | Petigura E. | et. al.,Natur 534 658,2016 06,2016,arXiv:1606.06729,2016Natur.534..658D,10.1038/nature18293,{'nirc': 10}
Reference Star Differential Imaging of Close-in Companions and Circumstellar Disks with the NIRC2 Vortex Coronagraph at the W. M. Keck Observatory,Ruane G. | Ngo H. | Mawet D. | et. al.,AJ 157 118,2019 03,2019,arXiv:1901.04090,2019AJ....157..118R,10.3847/1538-3881/aafee2,{'nirc': 23}
Persistence of the colour-density relation and efficient environmental quenching to z ̃ 1.4,Lemaux B. | Tomczak A. | Lubin L. | et. al.,MNRAS 490 1231,2019 11,2019,arXiv:1812.04624,2019MNRAS.490.1231L,10.1093/mnras/stz2661,"{'deimos': 9, 'lris': 3}"
SN 2008S: A Cool Super-Eddington Wind in a Supernova Impostor,Smith N. | Ganeshalingam M. | Chornock R. | et. al.,ApJL 697 L49,2009 05,2009,arXiv:0811.3929,2009ApJ...697L..49S,10.1088/0004-637X/697/1/L49,{'lris': 4}
Chromodynamical analysis of lenticular galaxies using globular clusters and planetary nebulae,Zanatta E. | Cortesi A. | Chies-Santos A. | et. al.,MNRAS 479 5124,2018 10,2018,arXiv:1806.11242,2018MNRAS.479.5124Z,10.1093/mnras/sty1737,{'deimos': 2}
Spectroscopy of Luminous Compact Blue Galaxies in Distant Clusters. II. Physical Properties of dE Progenitor Candidates,Crawford S. | Wirth G. | Bershady M.,ApJ 817 87,2016 02,2016,arXiv:1511.05576,2016ApJ...817...87C,10.3847/0004-637X/817/2/87,{'deimos': 5}
Beryllium in the Hyades F and G Dwarfs from Keck HIRES Spectra,Boesgaard A. | King J.,ApJ 565 587,2002 01,2002,arXiv:astro-ph/0109284,2002ApJ...565..587B,10.1086/324436,{}
An Abundance Analysis for Four Red Horizontal-Branch Stars in the Extremely Metal-Rich Globular Cluster NGC 6528,Carretta E. | Cohen J. | Gratton R.,AJ 122 1469,2001 09,2001,arXiv:astro-ph/0102014,2001AJ....122.1469C,10.1086/322116,{}
The impact of a major cluster merger on galaxy evolution in MACSJ0025.4-1225,Ma C. | Ebeling H. | Marshall P.,MNRAS 406 121,2010 07,2010,arXiv:1003.2631,2010MNRAS.406..121M,10.1111/j.1365-2966.2010.16673.x,{'deimos': 6}
Keck Spectroscopy of Three Gravitational Lens Systems Discovered in the JVAS and CLASS Surveys,Fassnacht C. | Cohen J.,AJ 115 377,1998 02,1998,arXiv:astro-ph/9711044,1998AJ....115..377F,10.1086/300219,{'lris': 1}
No signature of ejecta interaction with a stellar companion in three type Ia supernovae,Olling R. | Mushotzky R. | Shaya E. | et. al.,Natur 521 332,2015 05,2015,,2015Natur.521..332O,10.1038/nature14455,{}
Photometric Redshift Probability Distributions for Galaxies in the SDSS DR8,Sheldon E. | Cunha C. | Mandelbaum R. | et. al.,ApJS 201 32,2012 08,2012,arXiv:1109.5192,2012ApJS..201...32S,10.1088/0067-0049/201/2/32,{}
A Candidate Young Massive Planet in Orbit around the Classical T Tauri Star CI Tau,Johns-Krull C. | McLane J. | Prato L. | et. al.,ApJ 826 206,2016 08,2016,arXiv:1605.07917,2016ApJ...826..206J,10.3847/0004-637X/826/2/206,{'nirspec': 5}
Herschel-ATLAS: Blazars in the science demonstration phase field,González-Nuevo J. | de Zotti G. | Andreani P. | et. al.,A&A 518 L38,2010 07,2010,arXiv:1005.2407,2010A&A...518L..38G,10.1051/0004-6361/201014637,{}
Self-Phase-Referenced Spectro-Interferometry on the Keck Interferometer,Woillez J. | Akeson R. | Colavita M. | et. al.,PASP 124 51,2012 01,2012,,2012PASP..124...51W,10.1086/664075,{'nirspec': 1}
Brackett Lines from the Super Star Cluster Nebulae in HE 2-10,Henry A. | Turner J. | Beck S. | et. al.,AJ 133 757,2007 03,2007,arXiv:astro-ph/0610645,2007AJ....133..757H,10.1086/510358,{'nirspec': 10}
Origins of ultradiffuse galaxies in the Coma cluster - II. Constraints from their stellar populations,Ferré-Mateu A. | Alabi A. | Forbes D. | et. al.,MNRAS 479 4891,2018 10,2018,arXiv:1801.09695,2018MNRAS.479.4891F,10.1093/mnras/sty1597,{'deimos': 12}
Discovery of a Strong Lensing Galaxy Embedded in a Cluster at z = 1.62,Wong K. | Tran K. | Suyu S. | et. al.,ApJL 789 L31,2014 07,2014,arXiv:1405.3661,2014ApJ...789L..31W,10.1088/2041-8205/789/2/L31,{'lris': 6}
MAGIICAT I. The Mg II Absorber-Galaxy Catalog,Nielsen N. | Churchill C. | Kacprzak G.,ApJ 776 114,2013 10,2013,arXiv:1304.6716,2013ApJ...776..114N,10.1088/0004-637X/776/2/114,{'lris': 4}
Two Earth-sized planets orbiting Kepler-20,Fressin F. | Torres G. | Rowe J. | et. al.,Natur 482 195,2012 02,2012,arXiv:1112.4550,2012Natur.482..195F,10.1038/nature10780,{}
A 12-year Activity Cycle for the Nearby Planet Host Star HD 219134,Johnson M. | Endl M. | Cochran W. | et. al.,ApJ 821 74,2016 04,2016,arXiv:1602.05200,2016ApJ...821...74J,10.3847/0004-637X/821/2/74,{}
Subarcsecond Mid-Infrared Structure of the Dust Shell around IRAS 22272+5435,Ueta T. | Meixner M. | Hinz P. | et. al.,ApJ 557 831,2001 08,2001,arXiv:astro-ph/0104437,2001ApJ...557..831U,10.1086/322259,{}
Absorption-line Spectroscopy of Gravitationally Lensed Galaxies: Further Constraints on the Escape Fraction of Ionizing Photons at High Redshift,Leethochawalit N. | Jones T. | Ellis R. | et. al.,ApJ 831 152,2016 11,2016,arXiv:1606.05309,2016ApJ...831..152L,10.3847/0004-637X/831/2/152,"{'nirc': 1, 'deimos': 8}"
Host Galaxies of Type Ia Supernovae from the Nearby Supernova Factory,Childress M. | Aldering G. | Antilogus P. | et. al.,ApJ 770 107,2013 06,2013,arXiv:1304.4719,2013ApJ...770..107C,10.1088/0004-637X/770/2/107,{'lris': 4}
Spectroscopy of GRB 050505 at z = 4.275: A logN(H I) = 22.1 DLA Host Galaxy and the Nature of the Progenitor,Berger E. | Penprase B. | Cenko S. | et. al.,ApJ 642 979,2006 05,2006,arXiv:astro-ph/0511498,2006ApJ...642..979B,10.1086/501162,{'lris': 4}
The Lyman Continuum Escape Fraction of the Cosmic Horseshoe: A Test of Indirect Estimates,Vasei K. | Siana B. | Shapley A. | et. al.,ApJ 831 38,2016 11,2016,arXiv:1603.02309,2016ApJ...831...38V,10.3847/0004-637X/831/1/38,{'esi': 1}
The High-order Multiplicity of Unusually Wide M Dwarf Binaries: Eleven New Triple and Quadruple Systems,Law N. | Dhital S. | Kraus A. | et. al.,ApJ 720 1727,2010 09,2010,arXiv:1007.3735,2010ApJ...720.1727L,10.1088/0004-637X/720/2/1727,{'nirc': 1}
"The LEECH Exoplanet Imaging Survey: Orbit and Component Masses of the Intermediate-Age, Late-Type Binary NO UMa",Schlieder J. | Skemer A. | Maire A. | et. al.,ApJ 818 1,2016 02,2016,arXiv:1510.03813,2016ApJ...818....1S,10.3847/0004-637X/818/1/1,{'nirc': 7}
The Solar Neighborhood. XXXVII: The Mass-Luminosity Relation for Main-sequence M Dwarfs,Benedict G. | Henry T. | Franz O. | et. al.,AJ 152 141,2016 11,2016,arXiv:1608.04775,2016AJ....152..141B,10.3847/0004-6256/152/5/141,{'nirc': 1}
Supernova 2003bg: The First Type IIb Hypernova,Hamuy M. | Deng J. | Mazzali P. | et. al.,ApJ 703 1612,2009 10,2009,arXiv:0908.1783,2009ApJ...703.1612H,10.1088/0004-637X/703/2/1612,{'lris': 5}
A Continuum of H- to He-rich Tidal Disruption Candidates With a Preference for E+A Galaxies,Arcavi I. | Gal-Yam A. | Sullivan M. | et. al.,ApJ 793 38,2014 09,2014,arXiv:1405.1415,2014ApJ...793...38A,10.1088/0004-637X/793/1/38,"{'nirc': 2, 'lris': 2}"
Internal Kinematics of the Andromeda II Dwarf Spheroidal Galaxy,Côté P. | Mateo M. | Olszewski E.,ApJ 526 147,1999 11,1999,arXiv:astro-ph/9907003,1999ApJ...526..147C,10.1086/307999,{}
Mid-Infrared Size Survey of Young Stellar Objects: Description of Keck Segment-Tilting Experiment and Basic Results,Monnier J. | Tuthill P. | Ireland M. | et. al.,ApJ 700 491,2009 07,2009,arXiv:0905.3495,2009ApJ...700..491M,10.1088/0004-637X/700/1/491,{}
An imaging study of the globular cluster systems of NGC 1407 and 1400,Forbes D. | Sánchez-Blázquez P. | Phan A. | et. al.,MNRAS 366 1230,2006 03,2006,arXiv:astro-ph/0510599,2006MNRAS.366.1230F,10.1111/j.1365-2966.2006.09763.x,{'lris': 2}
The COS CGM Compendium. I. Survey Design and Initial Results,Lehner N. | Wotta C. | Howk J. | et. al.,ApJ 866 33,2018 10,2018,arXiv:1808.05252,2018ApJ...866...33L,10.3847/1538-4357/aadd03,{}
Triggered or Self-Regulated Star Formation within Intermediate Redshift Luminous Infrared Galaxies. I. Morphologies and Spectral Energy Distributions,Melbourne J. | Ammons M. | Wright S. | et. al.,AJ 135 1207,2008 04,2008,arXiv:0801.1135,2008AJ....135.1207M,10.1088/0004-6256/135/4/1207,"{'nirc': 3, 'deimos': 1}"
The Frequency of Polarized Broad Emission Lines in Type 2 Seyfert Galaxies,Moran E. | Barth A. | Kay L.,ApJL 540 L73,2000 09,2000,arXiv:astro-ph/0007357,2000ApJ...540L..73M,10.1086/312876,{}
"Modeling Kepler Transit Light Curves as False Positives: Rejection of Blend Scenarios for Kepler-9, and Validation of Kepler-9 d, A Super-earth-size Planet in a Multiple System",Torres G. | Fressin F. | Batalha N. | et. al.,ApJ 727 24,2011 01,2011,arXiv:1008.4393,2011ApJ...727...24T,10.1088/0004-637X/727/1/24,{}
